Customer_id,Age,Gender,Newsletter
512934,61,1,0
512935,25,1,1
512936,22,1,0
512937,63,1,0
512938,18,0,0
512939,55,1,0
512940,18,1,0
512941,55,0,0
512942,36,0,0
512943,57,0,0
512944,39,1,0
512945,45,1,0
512946,30,1,0
512947,57,1,1
512948,61,0,0
512949,61,1,0
512950,18,1,0
512951,30,1,0
512952,34,1,1
512953,57,1,0
512954,42,1,0
512955,60,0,0
512956,47,1,0
512957,28,1,0
512958,42,1,0
512959,47,1,0
512960,44,1,0
512961,21,1,0
512962,53,0,0
512963,26,1,0
512964,48,0,0
512965,51,0,0
512966,58,1,0
512967,16,1,0
512968,47,1,0
512969,31,1,0
512970,51,0,0
512971,32,1,0
512972,34,1,0
512973,32,1,0
512974,59,0,0
512975,30,0,0
512976,46,1,0
512977,37,0,0
512978,47,1,0
512979,56,1,0
512980,52,0,0
512981,37,1,0
512982,22,1,0
512983,50,1,0
512984,63,1,0
512985,32,1,0
512986,30,1,0
512987,48,1,0
512988,27,1,0
512989,58,1,0
512990,55,1,1
512991,40,0,0
512992,33,1,0
512993,21,0,0
512994,56,1,1
512995,45,0,0
512996,24,1,0
512997,54,1,0
512998,38,1,0
512999,63,0,0
513000,60,0,0
513001,58,1,1
513002,17,1,1
513003,18,1,0
513004,27,1,0
513005,24,1,0
513006,29,0,0
513007,35,1,0
513008,57,1,0
513009,49,1,0
513010,52,1,0
513011,59,1,1
513012,33,1,0
513013,55,1,0
513014,49,1,1
513015,37,1,0
513016,16,1,0
513017,20,1,0
513018,61,0,0
513019,42,1,0
513020,51,1,0
513021,43,1,0
513022,55,1,0
513023,18,0,1
513024,24,0,1
513025,20,1,1
513026,52,0,0
513027,57,1,0
513028,54,1,1
513029,34,1,0
513030,17,0,0
513031,24,1,0
513032,60,1,0
513033,56,0,0
513034,53,1,0
513035,58,1,0
513036,19,0,0
513037,33,1,0
513038,46,1,0
513039,50,0,0
513040,38,1,0
513041,20,1,0
513042,31,0,0
513043,33,1,0
513044,19,0,0
513045,54,1,1
513046,56,1,1
513047,38,1,0
513048,40,1,0
513049,18,1,0
513050,26,1,0
513051,37,1,0
513052,24,0,0
513053,31,0,0
513054,29,1,1
513055,38,1,0
513056,51,1,1
513057,50,1,0
513058,44,1,0
513059,22,1,0
513060,58,0,0
513061,19,0,0
513062,24,1,1
513063,63,1,1
513064,46,0,0
513065,34,0,0
513066,32,1,0
513067,16,1,0
513068,46,0,0
513069,42,1,0
513070,31,1,0
513071,54,1,0
513072,29,1,0
513073,40,0,0
513074,54,0,0
513075,55,0,0
513076,31,1,0
513077,23,0,0
513078,25,0,0
513079,26,1,0
513080,57,1,0
513081,50,1,0
513082,29,1,0
513083,53,1,1
513084,25,1,0
513085,18,1,0
513086,25,0,0
513087,50,0,0
513088,59,0,0
513089,17,1,1
513090,32,1,0
513091,52,1,0
513092,41,1,0
513093,47,1,0
513094,19,1,0
513095,50,1,0
513096,60,1,1
513097,20,0,0
513098,44,1,0
513099,63,1,0
513100,42,1,0
513101,26,0,0
513102,54,0,0
513103,58,0,0
513104,45,0,0
513105,24,1,0
513106,18,1,0
513107,33,1,0
513108,54,1,0
513109,48,1,0
513110,45,0,0
513111,42,1,0
513112,40,1,0
513113,38,0,0
513114,35,0,0
513115,28,0,0
513116,35,1,0
513117,41,1,0
513118,17,1,0
513119,33,1,0
513120,37,1,0
513121,18,0,0
513122,56,1,0
513123,26,1,0
513124,30,1,0
513125,62,0,0
513126,18,0,0
513127,49,0,0
513128,52,1,0
513129,53,0,0
513130,19,1,0
513131,29,0,0
513132,23,1,1
513133,54,1,1
513134,59,0,1
513135,53,1,0
513136,33,1,0
513137,42,1,0
513138,52,0,0
513139,51,0,0
513140,22,0,0
513141,61,0,0
513142,28,0,0
513143,45,0,0
513144,30,1,0
513145,62,1,0
513146,18,1,0
513147,29,1,0
513148,35,0,0
513149,52,0,0
513150,38,1,0
513151,23,1,0
513152,47,0,0
513153,58,0,0
513154,50,0,0
513155,19,1,1
513156,44,0,0
513157,39,0,0
513158,17,0,0
513159,23,1,0
513160,34,1,0
513161,49,0,0
513162,37,0,0
513163,26,0,0
513164,48,1,0
513165,25,1,0
513166,46,1,0
513167,58,1,1
513168,40,0,0
513169,61,0,0
513170,28,1,0
513171,51,1,0
513172,43,1,0
513173,20,0,0
513174,40,1,0
513175,34,0,0
513176,57,1,0
513177,61,0,0
513178,58,1,0
513179,22,0,0
513180,44,1,0
513181,45,1,0
513182,47,0,0
513183,52,1,0
513184,61,1,0
513185,36,1,0
513186,47,1,0
513187,52,1,1
513188,44,1,0
513189,46,1,1
513190,52,0,1
513191,27,1,0
513192,54,1,0
513193,46,1,0
513194,49,1,0
513195,40,0,0
513196,27,0,0
513197,53,1,0
513198,34,1,0
513199,40,1,0
513200,25,0,0
513201,36,0,0
513202,47,1,0
513203,20,1,0
513204,52,1,0
513205,32,0,0
513206,46,1,0
513207,42,1,0
513208,42,0,0
513209,22,1,0
513210,39,0,0
513211,50,1,0
513212,16,1,1
513213,32,1,0
513214,19,1,0
513215,23,0,0
513216,48,1,0
513217,38,1,0
513218,39,1,0
513219,53,1,0
513220,19,1,1
513221,26,1,0
513222,46,0,1
513223,35,0,0
513224,47,0,0
513225,38,1,0
513226,17,1,0
513227,44,1,0
513228,18,0,0
513229,60,0,0
513230,38,1,0
513231,20,1,1
513232,50,1,0
513233,38,1,0
513234,56,0,0
513235,54,0,0
513236,50,1,0
513237,59,1,0
513238,37,0,0
513239,50,0,0
513240,25,0,0
513241,60,1,0
513242,22,0,0
513243,46,1,1
513244,40,1,0
513245,49,1,0
513246,34,1,1
513247,21,1,0
513248,50,0,1
513249,53,0,0
513250,41,0,1
513251,47,1,0
513252,59,1,0
513253,43,1,0
513254,61,1,0
513255,54,1,0
513256,39,1,0
513257,35,0,0
513258,62,1,0
513259,40,0,0
513260,59,1,0
513261,62,1,0
513262,32,0,0
513263,58,1,0
513264,18,1,0
513265,43,1,1
513266,37,1,0
513267,55,0,0
513268,56,1,0
513269,41,1,0
513270,63,1,0
513271,25,1,0
513272,62,1,0
513273,16,1,0
513274,20,1,1
513275,16,1,0
513276,27,1,0
513277,59,1,0
513278,30,0,0
513279,19,1,0
513280,30,0,1
513281,57,1,0
513282,24,0,0
513283,52,1,0
513284,22,0,0
513285,28,1,0
513286,46,1,0
513287,34,1,0
513288,49,0,0
513289,30,1,0
513290,40,0,1
513291,33,0,1
513292,36,0,0
513293,48,0,0
513294,35,1,0
513295,61,0,0
513296,50,0,0
513297,24,1,0
513298,48,1,0
513299,38,1,0
513300,46,1,0
513301,59,1,1
513302,32,1,0
513303,27,1,0
513304,37,1,0
513305,21,1,0
513306,43,0,0
513307,55,1,0
513308,33,1,1
513309,34,0,0
513310,39,1,0
513311,63,0,0
513312,62,1,0
513313,22,0,0
513314,33,1,0
513315,51,0,0
513316,31,1,0
513317,31,0,0
513318,18,1,0
513319,44,0,0
513320,44,0,1
513321,44,1,0
513322,50,1,0
513323,59,1,1
513324,31,1,0
513325,43,0,0
513326,63,0,0
513327,19,1,0
513328,39,0,1
513329,39,1,0
513330,21,0,0
513331,50,0,0
513332,23,0,0
513333,28,0,1
513334,45,0,1
513335,20,1,0
513336,46,0,0
513337,55,1,0
513338,45,1,0
513339,50,1,0
513340,20,0,0
513341,54,1,1
513342,63,1,0
513343,30,1,0
513344,62,1,1
513345,31,1,0
513346,19,0,0
513347,26,0,0
513348,25,1,1
513349,22,1,0
513350,42,0,1
513351,40,1,0
513352,23,1,0
513353,36,0,1
513354,28,0,0
513355,39,1,1
513356,47,1,0
513357,21,1,0
513358,36,1,0
513359,47,0,1
513360,42,1,0
513361,62,1,1
513362,63,1,0
513363,49,1,0
513364,61,1,0
513365,49,1,0
513366,24,0,0
513367,49,1,0
513368,61,0,0
513369,45,1,1
513370,25,1,1
513371,44,1,0
513372,41,1,1
513373,40,0,1
513374,56,0,0
513375,29,0,0
513376,57,1,0
513377,44,0,0
513378,60,0,0
513379,49,1,0
513380,17,0,0
513381,34,1,0
513382,30,1,0
513383,29,1,1
513384,20,1,1
513385,31,1,0
513386,21,1,0
513387,23,1,0
513388,63,0,0
513389,55,0,0
513390,20,0,0
513391,47,1,1
513392,19,0,1
513393,54,1,1
513394,46,1,0
513395,41,0,0
513396,57,1,0
513397,49,1,0
513398,39,0,1
513399,20,1,0
513400,39,0,0
513401,32,1,0
513402,51,0,0
513403,50,1,0
513404,38,1,0
513405,19,1,0
513406,26,1,0
513407,19,1,0
513408,55,1,0
513409,60,1,0
513410,58,1,1
513411,51,0,0
513412,44,1,0
513413,32,1,1
513414,25,1,0
513415,50,1,0
513416,45,0,0
513417,43,1,0
513418,20,1,0
513419,59,1,0
513420,57,1,0
513421,50,1,1
513422,37,1,0
513423,19,1,0
513424,54,1,0
513425,28,1,0
513426,46,1,1
513427,46,0,0
513428,38,1,0
513429,58,1,0
513430,17,1,1
513431,59,1,0
513432,24,0,0
513433,26,1,1
513434,62,1,0
513435,23,0,1
513436,36,1,0
513437,55,1,0
513438,31,1,0
513439,57,0,0
513440,54,0,0
513441,35,0,0
513442,47,1,0
513443,28,0,0
513444,52,1,0
513445,52,1,0
513446,45,1,0
513447,44,1,0
513448,34,1,0
513449,37,1,0
513450,63,0,0
513451,41,0,0
513452,51,1,1
513453,50,1,0
513454,57,1,0
513455,27,0,0
513456,60,1,0
513457,39,1,0
513458,20,0,0
513459,26,1,0
513460,56,0,0
513461,24,1,1
513462,61,1,0
513463,41,0,0
513464,49,0,1
513465,28,1,0
513466,45,1,0
513467,58,1,1
513468,22,1,0
513469,23,1,0
513470,44,1,0
513471,47,0,1
513472,29,1,0
513473,61,1,1
513474,44,0,0
513475,25,1,0
513476,20,1,0
513477,53,1,0
513478,56,1,0
513479,44,1,0
513480,22,1,0
513481,46,1,0
513482,26,1,0
513483,33,0,0
513484,56,0,0
513485,45,1,0
513486,38,0,0
513487,56,1,0
513488,53,1,0
513489,29,0,0
513490,37,1,0
513491,60,1,0
513492,22,0,0
513493,38,1,1
513494,27,0,0
513495,42,1,0
513496,60,1,0
513497,35,1,0
513498,57,0,1
513499,36,1,0
513500,37,1,0
513501,37,1,1
513502,40,1,0
513503,36,1,0
513504,35,0,1
513505,34,0,1
513506,52,1,0
513507,50,1,0
513508,42,0,0
513509,43,1,1
513510,63,0,0
513511,46,0,0
513512,58,1,0
513513,54,1,1
513514,27,1,0
513515,58,0,0
513516,61,1,0
513517,29,1,0
513518,42,0,0
513519,18,1,0
513520,42,1,1
513521,28,1,0
513522,21,1,0
513523,38,0,0
513524,42,1,0
513525,20,0,0
513526,38,0,0
513527,34,1,0
513528,37,0,0
513529,52,1,0
513530,54,1,0
513531,59,1,0
513532,55,1,0
513533,45,1,0
513534,16,1,0
513535,60,0,0
513536,16,1,0
513537,50,0,0
513538,56,1,0
513539,55,1,0
513540,59,0,1
513541,23,1,0
513542,50,0,0
513543,58,0,1
513544,57,1,0
513545,27,1,0
513546,29,1,0
513547,51,1,0
513548,16,1,0
513549,35,1,0
513550,37,0,0
513551,41,0,0
513552,45,0,0
513553,36,0,0
513554,16,1,0
513555,37,0,0
513556,28,0,0
513557,61,1,0
513558,34,1,1
513559,61,1,0
513560,42,0,0
513561,34,1,0
513562,49,1,0
513563,27,1,0
513564,61,0,0
513565,26,1,1
513566,46,0,0
513567,38,1,1
513568,41,1,1
513569,48,1,0
513570,23,1,0
513571,47,0,0
513572,25,0,0
513573,55,1,0
513574,23,0,0
513575,34,1,0
513576,30,0,0
513577,31,1,0
513578,39,1,0
513579,35,0,0
513580,18,0,0
513581,18,0,1
513582,47,1,0
513583,54,1,0
513584,34,1,1
513585,37,0,0
513586,18,1,0
513587,62,1,0
513588,59,0,0
513589,23,1,0
513590,35,1,0
513591,59,0,0
513592,31,1,0
513593,19,1,0
513594,33,0,0
513595,54,1,0
513596,18,0,0
513597,47,1,0
513598,38,1,0
513599,45,1,0
513600,43,1,0
513601,62,1,0
513602,60,1,0
513603,55,1,0
513604,56,1,1
513605,25,0,0
513606,56,1,0
513607,40,1,0
513608,62,0,0
513609,23,0,1
513610,53,0,0
513611,53,0,1
513612,43,0,0
513613,61,1,0
513614,23,0,0
513615,17,0,0
513616,19,0,0
513617,18,0,0
513618,39,1,0
513619,38,1,0
513620,27,1,0
513621,58,0,0
513622,31,1,0
513623,63,1,0
513624,63,0,0
513625,28,1,1
513626,22,1,0
513627,57,1,0
513628,55,0,0
513629,49,1,0
513630,23,1,0
513631,51,1,0
513632,51,0,1
513633,58,1,0
513634,27,1,0
513635,18,1,1
513636,50,1,0
513637,56,0,0
513638,42,1,0
513639,42,0,0
513640,54,1,0
513641,18,1,0
513642,55,1,0
513643,18,1,0
513644,53,1,0
513645,44,1,0
513646,17,0,0
513647,39,0,0
513648,30,1,0
513649,32,1,0
513650,31,0,0
513651,48,1,0
513652,23,1,0
513653,49,0,0
513654,23,1,0
513655,60,1,0
513656,47,1,0
513657,58,1,0
513658,40,1,0
513659,16,1,0
513660,40,1,0
513661,23,0,0
513662,22,1,0
513663,57,0,0
513664,46,1,0
513665,42,1,0
513666,34,1,0
513667,20,1,0
513668,36,0,0
513669,43,0,0
513670,18,0,1
513671,56,1,0
513672,56,0,0
513673,53,1,0
513674,48,1,0
513675,27,1,0
513676,25,1,0
513677,63,1,1
513678,24,0,0
513679,40,1,1
513680,50,1,0
513681,42,0,0
513682,60,1,0
513683,21,1,0
513684,19,1,0
513685,45,1,0
513686,17,1,1
513687,16,1,0
513688,59,0,0
513689,45,1,1
513690,19,1,1
513691,16,0,1
513692,62,1,0
513693,39,1,0
513694,31,1,0
513695,53,0,0
513696,44,0,0
513697,18,0,0
513698,36,1,1
513699,34,1,0
513700,17,0,1
513701,20,1,0
513702,32,1,0
513703,25,0,0
513704,37,1,0
513705,60,0,0
513706,27,0,0
513707,31,0,0
513708,59,0,1
513709,43,1,1
513710,61,0,1
513711,34,1,0
513712,35,0,0
513713,28,1,0
513714,58,1,0
513715,31,0,0
513716,23,0,1
513717,31,1,0
513718,33,0,0
513719,21,0,0
513720,16,1,0
513721,27,0,0
513722,40,1,0
513723,40,1,0
513724,40,1,0
513725,33,1,0
513726,42,1,0
513727,36,0,1
513728,47,1,0
513729,59,1,0
513730,19,1,0
513731,28,0,0
513732,48,1,0
513733,39,0,0
513734,51,1,0
513735,37,1,1
513736,58,1,0
513737,62,0,0
513738,26,1,0
513739,16,0,0
513740,57,1,0
513741,41,1,0
513742,52,0,1
513743,19,0,0
513744,53,1,0
513745,23,1,0
513746,57,1,0
513747,39,1,0
513748,31,1,0
513749,45,0,0
513750,33,0,0
513751,62,0,0
513752,36,1,0
513753,58,1,1
513754,35,1,0
513755,41,1,1
513756,62,1,0
513757,20,0,0
513758,55,1,0
513759,25,1,0
513760,16,1,0
513761,48,0,1
513762,54,1,0
513763,37,1,0
513764,38,0,0
513765,62,1,0
513766,40,0,0
513767,45,0,0
513768,42,1,1
513769,31,1,1
513770,46,0,1
513771,60,0,0
513772,63,0,0
513773,21,0,0
513774,19,0,0
513775,23,0,0
513776,58,0,0
513777,59,1,0
513778,52,1,0
513779,18,1,0
513780,55,1,0
513781,52,1,0
513782,40,0,0
513783,17,0,1
513784,62,1,0
513785,22,1,0
513786,29,1,0
513787,39,1,0
513788,60,0,1
513789,38,1,0
513790,46,1,0
513791,44,0,0
513792,36,1,0
513793,23,0,0
513794,54,1,0
513795,18,1,0
513796,17,1,0
513797,51,0,0
513798,16,0,0
513799,22,1,0
513800,35,1,0
513801,46,1,0
513802,19,1,0
513803,22,1,0
513804,21,0,0
513805,21,1,0
513806,19,0,0
513807,49,1,0
513808,48,1,0
513809,40,1,0
513810,54,0,0
513811,39,0,0
513812,50,1,0
513813,25,0,0
513814,18,1,0
513815,60,1,0
513816,34,1,0
513817,23,1,0
513818,57,1,0
513819,26,1,0
513820,35,1,0
513821,17,0,0
513822,56,1,0
513823,25,0,0
513824,57,1,1
513825,44,0,0
513826,27,1,1
513827,46,0,0
513828,38,0,0
513829,35,1,0
513830,45,1,0
513831,27,1,0
513832,49,0,0
513833,59,1,0
513834,40,1,0
513835,17,1,0
513836,48,1,0
513837,46,0,0
513838,57,0,0
513839,24,1,0
513840,37,1,0
513841,62,0,0
513842,42,1,0
513843,26,0,0
513844,48,1,0
513845,45,1,0
513846,62,1,1
513847,43,1,0
513848,19,1,0
513849,31,1,0
513850,52,0,0
513851,40,1,0
513852,21,1,1
513853,32,0,0
513854,33,1,0
513855,53,1,0
513856,50,1,0
513857,28,1,0
513858,29,1,1
513859,30,1,1
513860,61,0,1
513861,46,1,1
513862,22,1,0
513863,28,1,0
513864,50,0,0
513865,23,1,0
513866,36,1,0
513867,55,1,0
513868,51,1,1
513869,28,1,0
513870,45,1,1
513871,55,0,0
513872,35,1,0
513873,47,1,0
513874,47,1,0
513875,56,1,1
513876,40,1,0
513877,57,1,0
513878,33,1,0
513879,45,1,0
513880,59,1,1
513881,31,1,0
513882,62,1,0
513883,28,1,0
513884,30,1,0
513885,21,1,0
513886,54,1,0
513887,57,1,0
513888,48,0,0
513889,24,1,0
513890,39,0,1
513891,40,0,0
513892,21,1,0
513893,32,1,0
513894,52,0,0
513895,50,1,0
513896,47,0,0
513897,55,0,0
513898,63,1,0
513899,59,0,0
513900,19,1,0
513901,47,0,0
513902,58,1,0
513903,21,1,0
513904,35,1,0
513905,20,1,0
513906,39,1,0
513907,21,1,0
513908,43,1,0
513909,54,1,0
513910,55,0,1
513911,46,1,0
513912,23,0,0
513913,38,1,0
513914,22,1,0
513915,39,1,0
513916,45,1,1
513917,26,1,0
513918,32,1,0
513919,22,0,0
513920,27,1,0
513921,49,1,0
513922,34,1,0
513923,54,1,1
513924,55,1,0
513925,24,0,0
513926,44,0,0
513927,36,1,1
513928,62,1,0
513929,30,0,0
513930,18,0,0
513931,29,1,0
513932,53,1,0
513933,19,0,1
513934,33,1,0
513935,18,0,1
513936,52,1,0
513937,49,1,1
513938,46,0,0
513939,57,0,0
513940,34,0,1
513941,23,0,0
513942,58,1,0
513943,42,1,0
513944,23,1,0
513945,48,1,0
513946,47,1,0
513947,31,1,0
513948,30,0,0
513949,35,1,0
513950,43,1,1
513951,28,1,0
513952,60,1,0
513953,34,1,0
513954,30,0,0
513955,31,1,1
513956,58,1,0
513957,37,1,0
513958,61,0,0
513959,46,1,0
513960,49,1,0
513961,38,0,0
513962,56,1,0
513963,49,1,0
513964,18,0,0
513965,40,1,1
513966,47,1,1
513967,40,0,0
513968,55,0,0
513969,61,0,0
513970,57,1,1
513971,34,0,0
513972,51,1,0
513973,47,0,0
513974,23,1,1
513975,45,1,0
513976,63,0,1
513977,56,0,0
513978,53,1,0
513979,43,0,0
513980,27,1,0
513981,18,1,0
513982,32,1,0
513983,18,0,0
513984,45,1,1
513985,35,1,0
513986,49,0,0
513987,34,1,0
513988,54,1,0
513989,49,0,1
513990,25,0,0
513991,57,1,0
513992,29,1,0
513993,55,1,0
513994,17,1,1
513995,52,0,0
513996,17,0,0
513997,31,0,1
513998,58,1,0
513999,56,0,0
514000,63,1,0
514001,29,1,1
514002,20,1,1
514003,57,0,1
514004,60,0,0
514005,44,1,0
514006,41,0,0
514007,31,1,0
514008,32,1,0
514009,60,1,0
514010,30,1,0
514011,39,0,0
514012,55,1,0
514013,28,1,0
514014,18,1,0
514015,48,1,0
514016,49,1,0
514017,57,1,0
514018,33,0,0
514019,18,1,0
514020,38,1,0
514021,30,0,0
514022,34,1,0
514023,48,1,0
514024,63,1,1
514025,48,0,0
514026,48,1,0
514027,24,0,0
514028,52,1,0
514029,23,1,0
514030,42,1,1
514031,39,0,0
514032,63,1,0
514033,58,0,0
514034,19,0,0
514035,59,0,0
514036,27,1,0
514037,36,0,0
514038,31,0,1
514039,39,1,0
514040,36,1,0
514041,29,1,0
514042,57,1,0
514043,36,1,0
514044,31,1,0
514045,62,1,0
514046,32,0,0
514047,22,0,0
514048,25,1,0
514049,62,1,0
514050,42,1,0
514051,36,0,0
514052,31,1,0
514053,59,1,0
514054,43,1,0
514055,20,1,0
514056,30,1,0
514057,58,1,1
514058,22,1,0
514059,45,1,0
514060,39,1,0
514061,61,1,0
514062,59,1,0
514063,21,1,0
514064,62,1,0
514065,55,1,0
514066,51,0,0
514067,23,0,0
514068,60,1,0
514069,26,0,0
514070,52,0,0
514071,49,1,0
514072,54,0,0
514073,63,1,0
514074,28,1,0
514075,47,0,0
514076,18,1,0
514077,49,1,0
514078,42,0,1
514079,55,1,1
514080,40,1,0
514081,59,1,1
514082,23,1,0
514083,54,0,0
514084,22,1,0
514085,23,1,0
514086,60,1,0
514087,59,0,0
514088,52,0,0
514089,43,1,0
514090,29,0,0
514091,54,0,0
514092,32,0,0
514093,20,1,0
514094,29,1,0
514095,17,1,1
514096,63,1,0
514097,63,1,0
514098,56,0,0
514099,38,0,0
514100,48,1,0
514101,34,1,0
514102,47,1,0
514103,38,1,0
514104,25,1,0
514105,29,1,0
514106,20,1,0
514107,33,0,0
514108,62,0,0
514109,34,1,0
514110,29,0,0
514111,21,0,0
514112,61,0,0
514113,45,1,1
514114,47,0,0
514115,57,1,0
514116,27,0,0
514117,23,1,0
514118,44,0,1
514119,60,1,0
514120,28,0,0
514121,33,1,1
514122,42,1,0
514123,54,0,0
514124,26,1,0
514125,35,1,0
514126,28,0,0
514127,53,1,0
514128,21,1,0
514129,47,1,0
514130,28,1,0
514131,39,0,0
514132,16,1,0
514133,45,1,0
514134,48,0,0
514135,24,1,0
514136,34,0,0
514137,27,1,0
514138,29,1,0
514139,48,1,0
514140,44,0,0
514141,24,1,1
514142,16,0,0
514143,19,0,0
514144,63,0,1
514145,34,0,0
514146,54,0,0
514147,30,1,0
514148,39,0,1
514149,36,0,0
514150,61,0,0
514151,24,1,0
514152,57,0,0
514153,26,0,0
514154,50,0,0
514155,47,1,0
514156,33,0,0
514157,20,1,0
514158,38,1,0
514159,38,0,0
514160,28,0,0
514161,58,1,0
514162,38,1,0
514163,44,1,0
514164,46,1,0
514165,21,1,0
514166,33,0,1
514167,61,1,1
514168,40,1,1
514169,39,1,0
514170,43,1,0
514171,61,1,0
514172,62,0,0
514173,27,1,0
514174,47,0,0
514175,59,0,1
514176,18,1,0
514177,50,0,0
514178,41,0,0
514179,55,0,0
514180,42,1,0
514181,33,0,0
514182,19,1,0
514183,53,1,0
514184,61,0,0
514185,24,1,1
514186,21,1,0
514187,16,1,0
514188,42,0,1
514189,26,1,0
514190,60,0,0
514191,29,1,0
514192,51,0,0
514193,26,1,0
514194,37,1,0
514195,45,0,0
514196,46,1,0
514197,54,1,0
514198,50,1,0
514199,54,0,0
514200,26,0,0
514201,33,1,0
514202,61,0,0
514203,49,0,1
514204,61,1,0
514205,33,0,0
514206,29,1,0
514207,60,1,0
514208,19,0,1
514209,48,1,0
514210,48,1,0
514211,58,1,0
514212,57,1,0
514213,23,1,0
514214,46,0,0
514215,60,0,0
514216,61,1,0
514217,47,1,0
514218,38,1,0
514219,63,1,1
514220,42,1,0
514221,26,1,0
514222,29,0,0
514223,25,1,0
514224,41,0,0
514225,51,1,1
514226,33,1,0
514227,18,1,0
514228,22,1,0
514229,27,1,0
514230,50,1,0
514231,33,1,0
514232,27,0,0
514233,17,0,0
514234,57,0,0
514235,46,0,0
514236,38,1,0
514237,45,1,1
514238,28,1,0
514239,35,1,0
514240,40,1,0
514241,16,1,0
514242,26,0,1
514243,36,1,0
514244,26,1,0
514245,19,1,0
514246,58,1,1
514247,58,1,0
514248,21,0,0
514249,35,0,0
514250,42,1,0
514251,43,0,0
514252,55,0,0
514253,61,1,1
514254,33,0,0
514255,19,0,0
514256,51,1,0
514257,26,0,0
514258,25,1,0
514259,44,1,0
514260,32,1,0
514261,62,0,0
514262,30,1,0
514263,28,1,1
514264,32,1,0
514265,55,1,0
514266,48,0,0
514267,59,1,0
514268,50,1,0
514269,16,1,0
514270,37,0,0
514271,27,0,0
514272,63,1,0
514273,23,1,0
514274,35,0,0
514275,32,0,0
514276,57,1,1
514277,32,1,0
514278,20,1,0
514279,50,0,0
514280,60,1,1
514281,62,0,0
514282,22,1,0
514283,31,0,0
514284,57,1,0
514285,46,0,0
514286,25,1,0
514287,26,1,0
514288,32,1,0
514289,23,1,0
514290,17,1,1
514291,54,1,1
514292,17,1,0
514293,37,1,0
514294,16,1,0
514295,53,1,1
514296,37,0,0
514297,48,1,0
514298,39,1,0
514299,28,1,1
514300,18,1,0
514301,21,1,0
514302,33,1,0
514303,31,0,0
514304,39,1,0
514305,55,1,0
514306,22,1,0
514307,25,0,0
514308,49,1,0
514309,58,1,0
514310,37,1,0
514311,57,1,0
514312,56,1,0
514313,21,0,0
514314,51,1,0
514315,48,1,0
514316,17,1,0
514317,48,1,0
514318,36,1,0
514319,54,0,0
514320,63,1,0
514321,57,1,0
514322,45,1,0
514323,59,1,0
514324,16,1,0
514325,48,1,0
514326,41,1,0
514327,33,1,0
514328,45,0,0
514329,62,0,0
514330,29,0,0
514331,45,1,0
514332,24,1,0
514333,30,1,0
514334,17,1,0
514335,58,1,0
514336,43,1,0
514337,50,1,0
514338,62,1,0
514339,61,1,0
514340,45,1,0
514341,24,1,0
514342,57,1,1
514343,52,1,0
514344,37,1,0
514345,54,0,0
514346,55,1,0
514347,24,1,0
514348,26,0,0
514349,20,0,0
514350,32,1,1
514351,55,0,0
514352,62,1,1
514353,50,0,0
514354,23,0,0
514355,55,0,0
514356,59,0,0
514357,19,1,0
514358,24,0,0
514359,41,1,0
514360,60,1,0
514361,25,1,0
514362,60,0,0
514363,57,1,0
514364,39,0,0
514365,41,0,0
514366,52,1,0
514367,60,1,0
514368,54,1,0
514369,56,0,0
514370,26,1,0
514371,38,0,0
514372,43,1,0
514373,61,1,0
514374,19,1,0
514375,49,1,0
514376,18,1,0
514377,22,1,0
514378,58,1,0
514379,41,1,0
514380,49,0,0
514381,58,1,0
514382,50,1,0
514383,57,0,1
514384,29,0,0
514385,31,0,0
514386,54,1,0
514387,31,0,0
514388,59,0,1
514389,41,0,0
514390,27,0,0
514391,21,0,0
514392,61,1,0
514393,16,1,1
514394,37,1,0
514395,52,1,0
514396,46,0,0
514397,57,1,0
514398,59,1,0
514399,54,0,0
514400,26,1,0
514401,37,0,0
514402,51,1,0
514403,16,0,0
514404,47,1,0
514405,63,1,0
514406,61,0,0
514407,20,1,1
514408,38,1,0
514409,60,0,1
514410,22,1,0
514411,19,1,1
514412,33,1,0
514413,50,0,0
514414,32,1,0
514415,30,0,1
514416,26,1,0
514417,27,1,0
514418,29,0,0
514419,37,0,0
514420,56,1,0
514421,17,1,0
514422,17,1,0
514423,60,1,0
514424,55,0,0
514425,25,0,1
514426,55,1,1
514427,58,0,1
514428,22,1,0
514429,24,1,1
514430,40,1,0
514431,20,0,0
514432,21,0,0
514433,16,1,0
514434,52,0,0
514435,24,1,0
514436,51,0,0
514437,53,0,1
514438,50,0,0
514439,48,1,0
514440,55,1,0
514441,42,1,0
514442,59,0,0
514443,19,0,0
514444,23,1,0
514445,58,0,0
514446,24,0,0
514447,17,1,0
514448,23,1,0
514449,57,1,0
514450,63,1,0
514451,38,0,0
514452,26,1,0
514453,38,0,0
514454,51,1,0
514455,26,1,1
514456,58,0,0
514457,54,0,1
514458,23,0,0
514459,47,0,0
514460,21,1,0
514461,31,1,0
514462,35,0,0
514463,56,0,1
514464,51,1,1
514465,17,0,0
514466,41,1,0
514467,46,0,0
514468,16,1,0
514469,53,1,0
514470,49,0,0
514471,49,0,0
514472,61,1,0
514473,54,0,1
514474,60,1,0
514475,61,0,0
514476,50,1,0
514477,58,1,0
514478,58,0,0
514479,42,0,0
514480,55,0,0
514481,18,1,1
514482,56,1,0
514483,16,1,0
514484,49,1,0
514485,62,0,0
514486,48,1,0
